invoice_id,date,branch,city,customer_type,gender,product,category,quantity,unit_price,payment,rating,sales,sales_calculated,sales_difference
INV0215,2026-01-13,C,Mumbai,Member,Male,Noodles,Grocery,3,56.73,Cash,4.3,170.19,170.19,0.0
INV0216,2026-06-24,B,Delhi,Member,Female,Eggs,Dairy,7,83.56,UPI,4.5,584.92,584.9200000000001,1.1368683772161603e-13
INV0217,2026-06-16,A,Jaipur,Member,Female,Noodles,Grocery,3,59.21,Net Banking,3.4,177.63,177.63,0.0
INV0218,2026-05-17,C,Mumbai,Normal,Male,Tea,Beverages,1,115.88,Cash,4.5,115.88,115.88,0.0
INV0219,2026-05-07,A,Jaipur,Normal,Male,Cooking Oil,Grocery,3,148.03,Net Banking,3.4,444.09,444.09000000000003,5.684341886080802e-14
INV0220,2026-04-27,C,Mumbai,Normal,Female,Bread,Bakery,10,36.86,Card,5.0,368.6,368.6,0.0
INV0221,2026-02-11,D,Bengaluru,Member,Male,Biscuits,Snacks,8,31.69,Card,4.5,253.52,253.52,0.0
INV0222,2026-06-06,C,Mumbai,Normal,Male,Cooking Oil,Grocery,6,138.34,Cash,4.7,830.04,830.04,0.0
INV0223,2026-02-05,D,Bengaluru,Member,Male,Bananas,Fruits,2,60.15,Cash,4.0,120.3,120.3,0.0
INV0224,2026-03-19,B,Delhi,Member,Female,Milk,Dairy,4,52.89,Card,4.2,211.56,211.56,0.0
INV0225,2026-03-20,A,Jaipur,Member,Male,Face Wash,Personal Care,4,122.95,Net Banking,3.3,491.8,491.8,0.0
INV0226,2026-02-04,C,Mumbai,Member,Male,Shampoo,Personal Care,5,183.99,Cash,4.0,919.95,919.95,0.0
INV0227,2026-06-24,D,Bengaluru,Normal,Male,Chips,Snacks,9,34.29,Cash,4.5,308.61,308.61,0.0
INV0228,2026-05-21,A,Jaipur,Member,Male,Cheese,Dairy,6,218.13,UPI,4.8,1308.78,1308.78,0.0
INV0229,2026-06-24,B,Delhi,Member,Female,Cold Drink,Beverages,3,65.38,UPI,3.4,196.14,196.14,0.0
INV0230,2026-05-12,D,Bengaluru,Normal,Female,Rice,Grocery,8,74.47,Cash,3.8,595.76,595.76,0.0
INV0231,2026-01-01,A,Jaipur,Normal,Female,Noodles,Grocery,5,54.67,Card,4.5,273.35,273.35,0.0
INV0232,2026-05-01,A,Jaipur,Member,Male,Bread,Bakery,2,39.51,UPI,3.1,79.02,79.02,0.0
INV0233,2026-04-07,D,Bengaluru,Member,Female,Cooking Oil,Grocery,7,156.46,Net Banking,3.8,1095.22,1095.22,0.0
INV0234,2026-01-01,B,Delhi,Member,Male,Coffee,Beverages,9,169.02,Cash,4.5,1521.18,1521.18,0.0
INV0235,2026-03-05,C,Mumbai,Member,Female,Potato,Vegetables,9,35.97,Cash,3.9,323.73,323.73,0.0
INV0236,2026-03-03,B,Delhi,Member,Female,Face Wash,Personal Care,2,114.02,UPI,3.4,228.04,228.04,0.0
INV0237,2026-01-12,A,Jaipur,Normal,Male,Chips,Snacks,10,32.39,Cash,3.8,323.9,323.9,0.0
INV0238,2026-05-28,B,Delhi,Member,Female,Noodles,Grocery,1,52.51,Cash,3.6,52.51,52.51,0.0
INV0239,2026-03-18,C,Mumbai,Normal,Male,Eggs,Dairy,3,87.15,Net Banking,3.6,261.45,261.45000000000005,5.684341886080802e-14
INV0240,2026-06-28,B,Delhi,Normal,Female,Bananas,Fruits,1,60.54,Card,3.8,60.54,60.54,0.0
INV0241,2026-07-01,B,Delhi,Member,Male,Soap,Personal Care,9,44.11,Card,3.3,396.99,396.99,0.0
INV0242,2026-03-04,D,Bengaluru,Member,Male,Bread,Bakery,7,40.4,Net Banking,3.5,282.8,282.8,0.0
INV0243,2026-03-10,C,Mumbai,Member,Male,Rice,Grocery,6,74.73,UPI,3.8,448.38,448.38,0.0
INV0244,2026-02-23,A,Jaipur,Normal,Male,Rice,Grocery,10,66.51,Net Banking,4.7,665.1,665.1,0.0
INV0245,2026-05-03,C,Mumbai,Member,Male,Soap,Personal Care,1,48.29,UPI,4.8,48.29,48.29,0.0
INV0246,2026-04-30,B,Delhi,Member,Female,Apples,Fruits,9,149.3,Net Banking,4.1,1343.7,1343.7,0.0
INV0247,2026-05-01,C,Mumbai,Normal,Female,Soap,Personal Care,9,43.28,UPI,4.5,389.52,389.52,0.0
INV0248,2026-01-05,C,Mumbai,Member,Male,Chocolate,Snacks,7,48.97,Cash,3.5,342.79,342.78999999999996,5.684341886080802e-14
INV0249,2026-05-21,D,Bengaluru,Member,Male,Soap,Personal Care,6,42.5,Net Banking,4.3,255.0,255.0,0.0
INV0250,2026-02-13,C,Mumbai,Normal,Female,Face Wash,Personal Care,8,125.06,Net Banking,4.5,1000.48,1000.48,0.0
INV0251,2026-01-20,C,Mumbai,Member,Male,Cooking Oil,Grocery,9,141.36,UPI,4.9,1272.24,1272.2400000000002,2.2737367544323206e-13
INV0252,2026-02-25,A,Jaipur,Member,Male,Milk,Dairy,4,54.23,UPI,4.0,216.92,216.92,0.0
INV0253,2026-01-02,C,Mumbai,Normal,Female,Bread,Bakery,10,40.75,UPI,4.1,407.5,407.5,0.0
INV0254,2026-05-09,D,Bengaluru,Member,Female,Milk,Dairy,5,50.75,UPI,4.6,253.75,253.75,0.0
INV0255,2026-06-08,D,Bengaluru,Member,Male,Cooking Oil,Grocery,2,140.57,Cash,4.1,281.14,281.14,0.0
INV0256,2026-05-25,C,Mumbai,Member,Female,Face Wash,Personal Care,2,125.66,Net Banking,3.5,251.32,251.32,0.0
INV0257,2026-04-14,B,Delhi,Normal,Male,Soap,Personal Care,2,46.33,UPI,3.8,92.66,92.66,0.0
INV0258,2026-05-25,D,Bengaluru,Member,Female,Bread,Bakery,3,40.88,Card,5.0,122.64,122.64000000000001,1.4210854715202004e-14
INV0259,2026-01-12,A,Jaipur,Member,Female,Cheese,Dairy,4,234.75,Card,4.8,939.0,939.0,0.0
INV0260,2026-02-23,C,Mumbai,Member,Female,Noodles,Grocery,1,55.56,UPI,4.2,55.56,55.56,0.0
INV0261,2026-04-09,D,Bengaluru,Member,Female,Rice,Grocery,10,67.75,Card,4.5,677.5,677.5,0.0
INV0262,2026-01-20,B,Delhi,Member,Female,Rice,Grocery,6,70.01,Cash,3.7,420.06,420.06000000000006,5.684341886080802e-14
INV0263,2026-02-28,D,Bengaluru,Normal,Female,Tea,Beverages,5,110.97,Net Banking,3.7,554.85,554.85,0.0
INV0264,2026-03-05,D,Bengaluru,Normal,Male,Bananas,Fruits,10,56.98,Card,4.4,569.8,569.8,0.0
INV0265,2026-01-28,A,Jaipur,Normal,Female,Face Wash,Personal Care,3,113.36,Card,3.2,340.08,340.08,0.0
INV0266,2026-04-21,C,Mumbai,Member,Male,Potato,Vegetables,5,34.22,Cash,3.9,171.1,171.1,0.0
INV0267,2026-01-04,D,Bengaluru,Member,Female,Shampoo,Personal Care,6,166.36,Net Banking,3.6,998.16,998.1600000000001,1.1368683772161603e-13
INV0268,2026-06-25,D,Bengaluru,Normal,Male,Rice,Grocery,9,72.52,Cash,3.8,652.68,652.68,0.0
INV0269,2026-03-12,B,Delhi,Member,Male,Face Wash,Personal Care,8,116.18,Net Banking,3.8,929.44,929.44,0.0
INV0270,2026-04-28,D,Bengaluru,Normal,Female,Rice,Grocery,4,68.44,Cash,3.2,273.76,273.76,0.0
INV0271,2026-04-23,C,Mumbai,Normal,Female,Milk,Dairy,6,58.95,Card,3.7,353.7,353.70000000000005,5.684341886080802e-14
INV0272,2026-03-23,B,Delhi,Member,Male,Soap,Personal Care,4,43.71,Net Banking,3.6,174.84,174.84,0.0
INV0273,2026-01-30,D,Bengaluru,Member,Female,Cold Drink,Beverages,6,67.93,Card,4.9,407.58,407.58000000000004,5.684341886080802e-14
INV0274,2026-07-01,B,Delhi,Normal,Male,Cold Drink,Beverages,3,70.17,Net Banking,3.4,210.51,210.51,0.0
INV0275,2026-03-03,C,Mumbai,Normal,Male,Rice,Grocery,7,73.57,Card,3.5,514.99,514.99,0.0
INV0276,2026-05-17,B,Delhi,Member,Female,Bananas,Fruits,2,62.78,Net Banking,4.0,125.56,125.56,0.0
INV0277,2026-03-05,D,Bengaluru,Normal,Male,Noodles,Grocery,6,50.92,UPI,4.3,305.52,305.52,0.0
INV0278,2026-04-21,C,Mumbai,Member,Female,Cooking Oil,Grocery,1,153.53,Card,3.2,153.53,153.53,0.0
INV0279,2026-04-06,A,Jaipur,Member,Male,Face Wash,Personal Care,9,114.66,Net Banking,3.8,1031.94,1031.94,0.0
INV0280,2026-01-30,B,Delhi,Member,Female,Coffee,Beverages,8,194.33,UPI,4.7,1554.64,1554.64,0.0
INV0281,2026-05-02,B,Delhi,Normal,Female,Coffee,Beverages,8,174.58,Card,3.2,1396.64,1396.64,0.0
INV0282,2026-03-29,D,Bengaluru,Normal,Male,Tea,Beverages,1,111.69,UPI,4.3,111.69,111.69,0.0
INV0283,2026-03-01,B,Delhi,Member,Female,Eggs,Dairy,9,90.23,Net Banking,4.6,812.07,812.07,0.0
INV0284,2026-06-01,B,Delhi,Member,Male,Cooking Oil,Grocery,7,153.37,Net Banking,3.9,1073.59,1073.5900000000001,2.2737367544323206e-13
INV0285,2026-03-25,A,Jaipur,Member,Male,Chocolate,Snacks,2,47.65,Card,3.4,95.3,95.3,0.0
INV0286,2026-06-06,A,Jaipur,Member,Female,Face Wash,Personal Care,8,123.28,Net Banking,3.8,986.24,986.24,0.0
INV0287,2026-06-22,A,Jaipur,Normal,Female,Coffee,Beverages,8,175.74,UPI,3.3,1405.92,1405.92,0.0
INV0288,2026-04-18,A,Jaipur,Member,Male,Eggs,Dairy,3,87.2,Net Banking,4.2,261.6,261.6,0.0
INV0289,2026-05-06,D,Bengaluru,Normal,Male,Bananas,Fruits,9,56.98,Cash,3.6,512.82,512.8199999999999,1.1368683772161603e-13
INV0290,2026-05-05,B,Delhi,Member,Female,Tea,Beverages,10,126.57,UPI,3.3,1265.7,1265.6999999999998,2.2737367544323206e-13
INV0291,2026-07-01,D,Bengaluru,Member,Female,Noodles,Grocery,8,55.05,Net Banking,4.7,440.4,440.4,0.0
INV0292,2026-01-09,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,1,139.98,Card,3.5,139.98,139.98,0.0
INV0293,2026-05-27,C,Mumbai,Normal,Female,Cooking Oil,Grocery,10,156.74,UPI,3.2,1567.4,1567.4,0.0
INV0294,2026-04-19,C,Mumbai,Normal,Female,Noodles,Grocery,1,57.84,Cash,3.2,57.84,57.84,0.0
INV0295,2026-04-23,B,Delhi,Member,Female,Soap,Personal Care,1,47.7,UPI,4.7,47.7,47.7,0.0
INV0296,2026-06-07,A,Jaipur,Normal,Female,Eggs,Dairy,10,85.82,Cash,3.3,858.2,858.1999999999999,1.1368683772161603e-13
INV0297,2026-03-24,B,Delhi,Member,Female,Chocolate,Snacks,10,52.44,Cash,5.0,524.4,524.4,0.0
INV0298,2026-04-16,C,Mumbai,Normal,Male,Soap,Personal Care,9,45.52,Cash,4.8,409.68,409.68,0.0
INV0299,2026-06-23,C,Mumbai,Member,Female,Biscuits,Snacks,3,30.97,Cash,3.8,92.91,92.91,0.0
INV0300,2026-04-14,B,Delhi,Member,Male,Cold Drink,Beverages,7,66.38,UPI,4.0,464.66,464.65999999999997,5.684341886080802e-14
INV0301,2026-04-28,C,Mumbai,Member,Male,Coffee,Beverages,8,178.7,UPI,4.3,1429.6,1429.6,0.0
INV0302,2026-05-07,C,Mumbai,Member,Female,Rice,Grocery,7,73.31,Cash,3.5,513.17,513.1700000000001,1.1368683772161603e-13
INV0303,2026-06-24,C,Mumbai,Member,Female,Tea,Beverages,3,120.91,Card,4.5,362.73,362.73,0.0
INV0304,2026-04-27,A,Jaipur,Member,Male,Shampoo,Personal Care,8,183.63,Net Banking,3.0,1469.04,1469.04,0.0
INV0305,2026-03-12,D,Bengaluru,Normal,Female,Chocolate,Snacks,3,53.97,Cash,3.2,161.91,161.91,0.0
INV0306,2026-04-20,C,Mumbai,Member,Female,Face Wash,Personal Care,3,111.98,Cash,4.3,335.94,335.94,0.0
INV0307,2026-01-03,A,Jaipur,Member,Male,Milk,Dairy,2,52.48,Net Banking,3.0,104.96,104.96,0.0
INV0308,2026-02-28,C,Mumbai,Normal,Female,Shampoo,Personal Care,7,194.06,UPI,3.8,1358.42,1358.42,0.0
INV0309,2026-01-18,A,Jaipur,Member,Male,Shampoo,Personal Care,5,174.62,Cash,4.1,873.1,873.1,0.0
INV0310,2026-04-16,A,Jaipur,Member,Male,Chips,Snacks,8,35.84,Cash,4.2,286.72,286.72,0.0
INV0311,2026-03-31,D,Bengaluru,Member,Male,Chocolate,Snacks,2,46.69,Net Banking,4.9,93.38,93.38,0.0
INV0312,2026-06-18,C,Mumbai,Member,Female,Biscuits,Snacks,2,28.79,UPI,4.8,57.58,57.58,0.0
INV0313,2026-03-03,B,Delhi,Normal,Female,Cheese,Dairy,4,223.76,UPI,4.0,895.04,895.04,0.0
INV0314,2026-03-23,A,Jaipur,Member,Male,Eggs,Dairy,10,89.99,Card,3.3,899.9,899.9,0.0
INV0315,2026-05-31,D,Bengaluru,Normal,Male,Coffee,Beverages,3,181.34,UPI,3.1,544.02,544.02,0.0
INV0316,2026-06-10,C,Mumbai,Normal,Female,Chocolate,Snacks,1,46.32,Card,4.4,46.32,46.32,0.0
INV0317,2026-01-22,D,Bengaluru,Normal,Male,Bananas,Fruits,2,61.94,Card,3.6,123.88,123.88,0.0
INV0318,2026-06-28,B,Delhi,Member,Male,Biscuits,Snacks,7,30.17,Card,3.9,211.19,211.19,0.0
INV0319,2026-06-20,B,Delhi,Member,Male,Bread,Bakery,7,38.36,Card,4.5,268.52,268.52,0.0
INV0320,2026-03-30,B,Delhi,Normal,Male,Shampoo,Personal Care,3,165.96,Net Banking,4.0,497.88,497.88,0.0
INV0321,2026-03-27,C,Mumbai,Normal,Male,Cooking Oil,Grocery,5,146.92,UPI,4.6,734.6,734.5999999999999,1.1368683772161603e-13
INV0322,2026-05-11,C,Mumbai,Normal,Female,Cheese,Dairy,10,204.65,Net Banking,3.7,2046.5,2046.5,0.0
INV0323,2026-02-28,D,Bengaluru,Member,Male,Cold Drink,Beverages,3,61.54,UPI,4.5,184.62,184.62,0.0
INV0324,2026-04-09,A,Jaipur,Member,Female,Bread,Bakery,1,42.3,Card,4.8,42.3,42.3,0.0
INV0325,2026-03-23,B,Delhi,Member,Male,Bread,Bakery,7,40.34,Net Banking,3.5,282.38,282.38,0.0
INV0326,2026-02-27,A,Jaipur,Normal,Male,Cold Drink,Beverages,9,63.68,Cash,4.6,573.12,573.12,0.0
INV0327,2026-01-23,A,Jaipur,Normal,Female,Apples,Fruits,8,130.34,Card,4.1,1042.72,1042.72,0.0
INV0328,2026-04-05,A,Jaipur,Normal,Male,Coffee,Beverages,10,171.38,Net Banking,4.2,1713.8,1713.8,0.0
INV0329,2026-01-02,D,Bengaluru,Normal,Male,Chocolate,Snacks,9,51.86,Cash,4.9,466.74,466.74,0.0
INV0330,2026-03-20,A,Jaipur,Normal,Male,Eggs,Dairy,1,90.6,Net Banking,3.2,90.6,90.6,0.0
INV0331,2026-01-24,B,Delhi,Normal,Male,Bananas,Fruits,1,59.92,Card,3.1,59.92,59.92,0.0
INV0332,2026-05-10,B,Delhi,Member,Male,Cheese,Dairy,6,216.94,UPI,3.3,1301.64,1301.6399999999999,2.2737367544323206e-13
INV0333,2026-03-16,D,Bengaluru,Member,Male,Rice,Grocery,1,71.03,Cash,3.5,71.03,71.03,0.0
INV0334,2026-01-20,C,Mumbai,Member,Female,Apples,Fruits,6,144.5,Cash,4.9,867.0,867.0,0.0
INV0335,2026-04-15,B,Delhi,Member,Female,Cold Drink,Beverages,2,60.93,Card,3.2,121.86,121.86,0.0
INV0336,2026-02-10,C,Mumbai,Member,Male,Chocolate,Snacks,8,49.62,UPI,4.6,396.96,396.96,0.0
INV0337,2026-04-12,C,Mumbai,Member,Male,Chips,Snacks,6,32.43,Card,4.0,194.58,194.57999999999998,2.842170943040401e-14
INV0338,2026-05-23,C,Mumbai,Member,Female,Face Wash,Personal Care,3,126.15,Net Banking,4.5,378.45,378.45000000000005,5.684341886080802e-14
INV0339,2026-02-03,B,Delhi,Member,Male,Shampoo,Personal Care,3,178.91,Cash,3.4,536.73,536.73,0.0
INV0340,2026-01-06,D,Bengaluru,Member,Female,Coffee,Beverages,2,185.37,UPI,5.0,370.74,370.74,0.0
INV0341,2026-01-11,B,Delhi,Normal,Female,Potato,Vegetables,2,36.73,UPI,4.9,73.46,73.46,0.0
INV0342,2026-01-08,A,Jaipur,Normal,Female,Cooking Oil,Grocery,7,160.18,Net Banking,3.8,1121.26,1121.26,0.0
INV0343,2026-01-09,D,Bengaluru,Member,Female,Cooking Oil,Grocery,3,146.49,Cash,4.2,439.47,439.47,0.0
INV0344,2026-04-09,B,Delhi,Member,Male,Soap,Personal Care,9,44.99,Card,3.3,404.91,404.91,0.0
INV0345,2026-05-03,B,Delhi,Normal,Female,Cheese,Dairy,9,211.17,Card,4.1,1900.53,1900.53,0.0
INV0346,2026-01-07,D,Bengaluru,Member,Female,Coffee,Beverages,9,191.89,Cash,3.6,1727.01,1727.0099999999998,2.2737367544323206e-13
INV0347,2026-05-30,B,Delhi,Member,Female,Milk,Dairy,5,58.48,Card,5.0,292.4,292.4,0.0
INV0348,2026-05-28,B,Delhi,Member,Male,Shampoo,Personal Care,4,172.74,Cash,4.7,690.96,690.96,0.0
INV0349,2026-06-01,D,Bengaluru,Member,Female,Coffee,Beverages,3,192.53,Card,3.1,577.59,577.59,0.0
INV0350,2026-02-14,C,Mumbai,Normal,Female,Cold Drink,Beverages,10,65.66,Card,4.0,656.6,656.5999999999999,1.1368683772161603e-13
INV0351,2026-03-26,A,Jaipur,Member,Female,Bread,Bakery,4,38.29,UPI,4.8,153.16,153.16,0.0
INV0352,2026-01-06,B,Delhi,Normal,Female,Biscuits,Snacks,3,29.24,UPI,3.3,87.72,87.72,0.0
INV0353,2026-05-31,B,Delhi,Normal,Female,Shampoo,Personal Care,6,189.98,Net Banking,3.2,1139.88,1139.8799999999999,2.2737367544323206e-13
INV0354,2026-06-16,C,Mumbai,Normal,Female,Tea,Beverages,3,113.02,Net Banking,3.6,339.06,339.06,0.0
INV0355,2026-02-15,C,Mumbai,Member,Female,Eggs,Dairy,3,92.38,Cash,4.5,277.14,277.14,0.0
INV0356,2026-05-08,D,Bengaluru,Member,Male,Cold Drink,Beverages,10,60.14,UPI,3.3,601.4,601.4,0.0
INV0357,2026-04-25,A,Jaipur,Member,Male,Eggs,Dairy,6,87.79,Card,3.0,526.74,526.74,0.0
INV0358,2026-01-13,B,Delhi,Member,Male,Eggs,Dairy,6,92.78,UPI,3.8,556.68,556.6800000000001,1.1368683772161603e-13
INV0359,2026-01-26,D,Bengaluru,Normal,Female,Cooking Oil,Grocery,8,159.23,Net Banking,4.7,1273.84,1273.84,0.0
INV0360,2026-01-27,B,Delhi,Member,Female,Cooking Oil,Grocery,1,148.83,Card,3.1,148.83,148.83,0.0
INV0361,2026-06-02,B,Delhi,Member,Male,Apples,Fruits,2,132.4,Card,5.0,264.8,264.8,0.0
INV0362,2026-01-14,D,Bengaluru,Normal,Female,Milk,Dairy,3,54.4,Cash,3.2,163.2,163.2,0.0
INV0363,2026-03-18,B,Delhi,Normal,Female,Chocolate,Snacks,9,49.27,Card,3.5,443.43,443.43,0.0
INV0364,2026-04-20,A,Jaipur,Member,Female,Apples,Fruits,8,141.61,UPI,3.2,1132.88,1132.88,0.0
INV0365,2026-05-02,D,Bengaluru,Member,Female,Chocolate,Snacks,4,46.78,UPI,4.7,187.12,187.12,0.0
INV0366,2026-04-05,C,Mumbai,Member,Female,Apples,Fruits,5,139.35,Cash,4.8,696.75,696.75,0.0
INV0367,2026-03-10,C,Mumbai,Member,Female,Cooking Oil,Grocery,5,148.7,Cash,4.1,743.5,743.5,0.0
INV0368,2026-05-22,B,Delhi,Normal,Female,Shampoo,Personal Care,6,168.07,Cash,3.1,1008.42,1008.42,0.0
INV0369,2026-05-02,D,Bengaluru,Normal,Female,Cheese,Dairy,9,217.14,Cash,3.6,1954.26,1954.2599999999998,2.2737367544323206e-13
INV0370,2026-04-25,D,Bengaluru,Normal,Male,Bread,Bakery,9,40.01,UPI,3.3,360.09,360.09,0.0
INV0371,2026-02-21,B,Delhi,Member,Male,Chocolate,Snacks,3,52.47,Net Banking,5.0,157.41,157.41,0.0
INV0372,2026-03-12,B,Delhi,Member,Female,Chips,Snacks,2,33.64,Card,4.0,67.28,67.28,0.0
INV0373,2026-05-26,A,Jaipur,Member,Male,Chips,Snacks,7,35.49,Cash,4.2,248.43,248.43,0.0
INV0374,2026-03-09,A,Jaipur,Normal,Female,Shampoo,Personal Care,2,181.81,Net Banking,3.8,363.62,363.62,0.0
INV0375,2026-06-08,D,Bengaluru,Member,Female,Cold Drink,Beverages,1,66.13,Cash,4.2,66.13,66.13,0.0
INV0376,2026-03-10,D,Bengaluru,Normal,Male,Bread,Bakery,6,39.33,Net Banking,4.8,235.98,235.98,0.0
INV0377,2026-02-28,A,Jaipur,Member,Female,Tea,Beverages,5,126.09,UPI,3.3,630.45,630.45,0.0
INV0378,2026-04-24,D,Bengaluru,Normal,Male,Tea,Beverages,7,115.57,Cash,3.4,808.99,808.99,0.0
INV0379,2026-03-21,D,Bengaluru,Normal,Male,Tomato,Vegetables,6,46.87,UPI,4.4,281.22,281.21999999999997,5.684341886080802e-14
INV0380,2026-02-19,D,Bengaluru,Normal,Male,Biscuits,Snacks,9,31.35,Cash,4.8,282.15,282.15000000000003,5.684341886080802e-14
INV0381,2026-03-12,B,Delhi,Member,Female,Bread,Bakery,8,38.4,Cash,3.7,307.2,307.2,0.0
INV0382,2026-05-06,D,Bengaluru,Normal,Male,Cheese,Dairy,2,216.37,Card,4.2,432.74,432.74,0.0
INV0383,2026-03-14,B,Delhi,Member,Female,Tomato,Vegetables,6,45.63,UPI,3.1,273.78,273.78000000000003,5.684341886080802e-14
INV0384,2026-03-10,A,Jaipur,Normal,Male,Cooking Oil,Grocery,4,158.49,Cash,4.3,633.96,633.96,0.0
INV0385,2026-03-06,A,Jaipur,Normal,Male,Milk,Dairy,3,54.77,Cash,4.2,164.31,164.31,0.0
INV0386,2026-02-25,C,Mumbai,Normal,Female,Face Wash,Personal Care,7,118.54,Card,3.9,829.78,829.7800000000001,1.1368683772161603e-13
INV0387,2026-03-18,D,Bengaluru,Normal,Female,Cold Drink,Beverages,9,60.86,Card,4.4,547.74,547.74,0.0
INV0388,2026-06-17,D,Bengaluru,Normal,Female,Rice,Grocery,5,68.17,Card,4.4,340.85,340.85,0.0
INV0389,2026-06-24,C,Mumbai,Normal,Female,Chocolate,Snacks,4,47.2,Card,3.3,188.8,188.8,0.0
INV0390,2026-01-10,A,Jaipur,Normal,Female,Tomato,Vegetables,5,48.58,Net Banking,4.2,242.9,242.89999999999998,2.842170943040401e-14
INV0391,2026-05-10,B,Delhi,Normal,Female,Tea,Beverages,4,124.35,Card,3.6,497.4,497.4,0.0
INV0392,2026-06-24,B,Delhi,Member,Female,Noodles,Grocery,2,52.19,Cash,4.8,104.38,104.38,0.0
INV0393,2026-03-08,A,Jaipur,Member,Female,Eggs,Dairy,5,87.92,Card,4.2,439.6,439.6,0.0
INV0394,2026-02-19,D,Bengaluru,Member,Male,Shampoo,Personal Care,10,179.15,Net Banking,4.0,1791.5,1791.5,0.0
INV0395,2026-02-21,D,Bengaluru,Normal,Male,Cheese,Dairy,1,212.9,Cash,3.7,212.9,212.9,0.0
INV0396,2026-06-11,D,Bengaluru,Normal,Female,Biscuits,Snacks,3,29.12,Card,5.0,87.36,87.36,0.0
INV0397,2026-05-06,C,Mumbai,Member,Male,Bread,Bakery,5,36.83,Cash,4.6,184.15,184.14999999999998,2.842170943040401e-14
INV0398,2026-01-02,A,Jaipur,Member,Female,Biscuits,Snacks,7,30.55,Net Banking,3.1,213.85,213.85,0.0
INV0399,2026-06-23,B,Delhi,Normal,Male,Coffee,Beverages,6,192.96,UPI,3.0,1157.76,1157.76,0.0
INV0400,2026-05-09,B,Delhi,Member,Male,Eggs,Dairy,6,92.79,Net Banking,4.2,556.74,556.74,0.0
INV0401,2026-04-22,B,Delhi,Normal,Female,Rice,Grocery,5,73.63,Card,4.8,368.15,368.15,0.0
INV0402,2026-04-14,B,Delhi,Member,Male,Tea,Beverages,8,129.53,Cash,3.0,1036.24,1036.24,0.0
INV0403,2026-04-04,B,Delhi,Member,Male,Biscuits,Snacks,1,28.61,UPI,4.4,28.61,28.61,0.0
INV0404,2026-06-19,A,Jaipur,Normal,Male,Apples,Fruits,5,148.43,UPI,3.2,742.15,742.1500000000001,1.1368683772161603e-13
INV0405,2026-05-02,A,Jaipur,Member,Male,Bread,Bakery,7,41.21,Card,4.4,288.47,288.47,0.0
INV0406,2026-04-18,B,Delhi,Normal,Female,Milk,Dairy,2,53.25,Cash,4.7,106.5,106.5,0.0
INV0407,2026-02-20,A,Jaipur,Member,Male,Cheese,Dairy,2,227.7,Net Banking,4.2,455.4,455.4,0.0
INV0408,2026-01-11,C,Mumbai,Normal,Female,Cheese,Dairy,6,236.65,Cash,4.1,1419.9,1419.9,0.0
INV0409,2026-05-27,B,Delhi,Member,Male,Tomato,Vegetables,1,43.78,UPI,4.3,43.78,43.78,0.0
INV0410,2026-06-14,B,Delhi,Normal,Male,Rice,Grocery,2,73.13,Card,3.5,146.26,146.26,0.0
INV0411,2026-04-03,C,Mumbai,Normal,Male,Face Wash,Personal Care,2,119.31,Card,4.6,238.62,238.62,0.0
INV0412,2026-02-05,C,Mumbai,Normal,Male,Bananas,Fruits,2,62.29,UPI,4.3,124.58,124.58,0.0
INV0413,2026-04-06,B,Delhi,Normal,Female,Tea,Beverages,8,117.26,UPI,4.6,938.08,938.08,0.0
INV0414,2026-04-18,B,Delhi,Member,Female,Shampoo,Personal Care,8,177.14,Net Banking,4.3,1417.12,1417.12,0.0
INV0415,2026-04-17,B,Delhi,Normal,Male,Shampoo,Personal Care,1,169.42,UPI,4.8,169.42,169.42,0.0
INV0416,2026-06-25,D,Bengaluru,Normal,Female,Cold Drink,Beverages,3,66.86,UPI,4.8,200.58,200.57999999999998,2.842170943040401e-14
INV0417,2026-01-17,B,Delhi,Normal,Female,Tomato,Vegetables,2,48.03,UPI,3.5,96.06,96.06,0.0
INV0418,2026-05-13,C,Mumbai,Normal,Male,Milk,Dairy,9,56.8,Card,4.0,511.2,511.2,0.0
INV0419,2026-05-23,A,Jaipur,Member,Female,Bananas,Fruits,4,61.55,Cash,4.8,246.2,246.2,0.0
INV0420,2026-02-12,A,Jaipur,Member,Female,Milk,Dairy,3,56.26,Net Banking,3.1,168.78,168.78,0.0
INV0421,2026-04-14,D,Bengaluru,Member,Male,Tea,Beverages,5,115.03,Net Banking,4.6,575.15,575.15,0.0
INV0422,2026-03-22,A,Jaipur,Member,Female,Potato,Vegetables,10,34.69,Net Banking,3.2,346.9,346.9,0.0
INV0423,2026-06-04,D,Bengaluru,Member,Male,Milk,Dairy,7,51.5,UPI,4.9,360.5,360.5,0.0
INV0424,2026-02-27,C,Mumbai,Normal,Female,Cheese,Dairy,8,222.19,UPI,4.7,1777.52,1777.52,0.0
INV0425,2026-01-30,C,Mumbai,Member,Female,Noodles,Grocery,10,57.35,Net Banking,3.2,573.5,573.5,0.0
INV0426,2026-01-12,B,Delhi,Member,Female,Milk,Dairy,5,53.6,UPI,4.8,268.0,268.0,0.0
INV0427,2026-01-31,D,Bengaluru,Member,Male,Biscuits,Snacks,7,31.54,Cash,4.9,220.78,220.78,0.0
INV0428,2026-01-12,D,Bengaluru,Normal,Male,Chocolate,Snacks,4,49.66,Net Banking,4.9,198.64,198.64,0.0
